#t	x	y	vx	vy
0.000	0.332	0.227	0.000	0.000
0.100	0.324	0.216	-9.452E-2	-0.158
0.200	0.313	0.196	-9.846E-2	-0.244
0.300	0.304	0.167	-0.189	-0.307
0.400	0.276	0.134	-0.311	-0.358
0.500	0.242	9.560E-2	-0.402	-0.394
0.600	0.195	5.543E-2	-0.528	-0.323
0.700	0.136	3.101E-2	-0.626	-0.221
0.800	7.005E-2	1.132E-2	-0.701	-0.142
0.900	-3.991E-3	2.655E-3	-0.740	-7.877E-3
1.000	-7.803E-2	9.744E-3	-0.681	0.138
1.100	-0.140	3.022E-2	-0.583	0.276
1.200	-0.195	6.488E-2	-0.500	0.366
1.300	-0.240	0.103	-0.417	0.390
1.400	-0.278	0.143	-0.276	0.347
1.500	-0.295	0.173	-0.138	0.287
1.600	-0.306	0.200	-9.452E-2	0.213
1.700	-0.314	0.215	-5.514E-2	9.058E-2
1.800	-0.317	0.218	-1.181E-2	1.575E-2
1.900	-0.317	0.218	1.575E-2	-8.270E-2
2.000	-0.314	0.202	6.695E-2	-0.201
2.100	-0.303	0.178	0.154	-0.256
2.200	-0.283	0.151	0.232	-0.339
2.300	-0.257	0.111	0.335	-0.394
2.400	-0.216	7.197E-2	0.469	-0.366
2.500	-0.163	3.731E-2	0.563	-0.287
2.600	-0.103	1.447E-2	0.658	-0.181
2.700	-3.156E-2	1.080E-3	0.725	-5.907E-2
2.800	4.169E-2	2.655E-3	0.740	7.089E-2
2.900	0.117	1.526E-2	0.658	0.209
3.000	0.173	4.440E-2	0.559	0.335
3.100	0.228	8.221E-2	0.461	0.382
3.200	0.265	0.121	0.315	0.351
3.300	0.291	0.152	0.217	0.319
3.400	0.309	0.185	0.118	0.264
3.500	0.315	0.205	5.907E-2	0.150
3.600	0.321	0.215	3.544E-2	3.544E-2
3.700	0.322	0.212	7.877E-3	-2.363E-2
3.800	0.322	0.210	-3.938E-2	-8.664E-2
3.900	0.314	0.195	-0.122	-0.193
4.000	0.298	0.171	-0.189	-0.264
4.100	0.276	0.142	-0.240	-0.335
4.200	0.250	0.104	-0.382	-0.390
4.300	0.200	6.409E-2	-0.516	-0.343
4.400	0.146	3.574E-2	-0.591	-0.268
4.500	8.186E-2	1.053E-2	-0.650	-0.169
4.600	1.649E-2	1.868E-3	-0.689	-1.969E-2
4.700	-5.598E-2	6.594E-3	-0.673	9.846E-2
4.800	-0.118	2.156E-2	-0.610	0.213
4.900	-0.178	4.913E-2	-0.551	0.331
5.000	-0.228	8.772E-2	-0.429	0.354
5.100	-0.264	0.120	-0.295	0.331
5.200	-0.288	0.154	-0.193	0.311
5.300	-0.303	0.182	-0.126	0.224
5.400	-0.313	0.199	-7.089E-2	0.118
5.500	-0.317	0.206	-2.757E-2	2.363E-2
5.600	-0.318	0.204	1.969E-2	-7.483E-2
5.700	-0.313	0.191	7.483E-2	-0.146
5.800	-0.303	0.174	0.146	-0.244
5.900	-0.284	0.142	0.256	-0.335
6.000	-0.252	0.107	0.315	-0.339
6.100	-0.221	7.433E-2	0.425	-0.331
6.200	-0.167	4.125E-2	0.547	-0.276
6.300	-0.111	1.920E-2	0.642	-0.197
6.400	-3.865E-2	1.868E-3	0.725	-9.058E-2
6.500	3.382E-2	1.080E-3	0.689	5.514E-2
6.600	9.919E-2	1.289E-2	0.646	0.221
6.700	0.163	4.519E-2	0.563	0.307
6.800	0.212	7.433E-2	0.445	0.291
6.900	0.252	0.103	0.339	0.307
7.000	0.280	0.136	0.252	0.315
7.100	0.302	0.166	0.138	0.252
7.200	0.307	0.186	6.301E-2	0.177
7.300	0.315	0.202	2.757E-2	5.120E-2
7.400	0.313	0.196	-2.363E-2	-7.089E-2
7.500	0.310	0.188	-5.514E-2	-0.122
7.600	0.302	0.172	-0.118	-0.224
7.700	0.287	0.143	-0.217	-0.291
7.800	0.258	0.114	-0.347	-0.311
7.900	0.217	8.063E-2	-0.417	-0.319
8.000	0.175	4.991E-2	-0.492	-0.260
8.100	0.119	2.865E-2	-0.630	-0.217
8.200	4.878E-2	6.594E-3	-0.677	-0.122
8.300	-1.659E-2	4.231E-3	-0.689	3.544E-2
8.400	-8.906E-2	1.368E-2	-0.646	0.154
8.500	-0.146	3.495E-2	-0.543	0.268
8.600	-0.198	6.724E-2	-0.457	0.315
8.700	-0.237	9.796E-2	-0.351	0.327
8.800	-0.268	0.133	-0.280	0.307
8.900	-0.293	0.159	-0.185	0.252
9.000	-0.305	0.183	-0.106	0.158
9.100	-0.314	0.191	-4.332E-2	5.120E-2
9.200	-0.314	0.193	3.938E-3	1.181E-2
9.300	-0.314	0.193	5.907E-2	-0.106
9.400	-0.302	0.172	0.130	-0.232
9.500	-0.288	0.147	0.189	-0.291
9.600	-0.264	0.114	0.280	-0.347
9.700	-0.232	7.748E-2	0.414	-0.323
9.800	-0.181	4.913E-2	0.496	-0.264
9.900	-0.132	2.471E-2	0.543	-0.193
10.000	-7.252E-2	1.053E-2	0.646	-0.122
10.100	-3.203E-3	2.924E-4	0.693	0.000
10.200	6.611E-2	1.053E-2	0.666	0.150
10.300	0.130	3.022E-2	0.587	0.248
10.400	0.183	6.015E-2	0.473	0.299
10.500	0.224	9.008E-2	0.374	0.315
10.600	0.258	0.123	0.276	0.327
10.700	0.280	0.155	0.158	0.224
10.800	0.290	0.168	9.058E-2	0.126
10.900	0.298	0.181	7.877E-2	0.102
11.000	0.306	0.189	2.757E-2	2.757E-2
11.100	0.303	0.186	-3.938E-2	-6.695E-2
11.200	0.298	0.175	-9.846E-2	-0.165
11.300	0.284	0.153	-0.213	-0.276
11.400	0.255	0.120	-0.284	-0.303
11.500	0.227	9.245E-2	-0.354	-0.315
11.600	0.184	5.700E-2	-0.480	-0.295
11.700	0.131	3.337E-2	-0.571	-0.228
11.800	7.005E-2	1.132E-2	-0.606	-0.150
11.900	9.399E-3	3.443E-3	-0.681	-7.877E-3
12.000	-6.622E-2	9.744E-3	-0.666	0.118
12.100	-0.124	2.707E-2	-0.579	0.213
12.200	-0.182	5.228E-2	-0.504	0.272
12.300	-0.225	8.142E-2	-0.410	0.303
12.400	-0.264	0.113	-0.331	0.299
12.500	-0.291	0.141	-0.209	0.264
12.600	-0.306	0.166	-0.106	0.217
12.700	-0.312	0.185	-3.151E-2	9.452E-2
12.800	-0.312	0.185	7.877E-3	-2.363E-2
12.900	-0.310	0.180	3.544E-2	-6.695E-2
13.000	-0.305	0.171	7.483E-2	-0.114
13.100	-0.295	0.157	0.189	-0.213
13.200	-0.267	0.129	0.193	-0.291
13.300	-0.257	9.875E-2	0.201	-0.291
13.400	-0.227	7.039E-2	0.445	-0.311
13.500	-0.168	3.652E-2	0.575	-0.256
13.600	-0.112	1.920E-2	0.606	-0.173
13.700	-4.652E-2	1.868E-3	0.662	-9.058E-2
13.800	2.043E-2	1.080E-3	0.634	4.726E-2
13.900	8.029E-2	1.132E-2	0.599	0.142
14.000	0.140	2.944E-2	0.496	0.244
14.100	0.180	6.015E-2	0.398	0.284
14.200	0.220	8.615E-2	0.370	0.311
14.300	0.254	0.122	0.276	0.287
14.400	0.275	0.144	0.154	0.185
14.500	0.284	0.159	0.106	0.165
14.600	0.296	0.177	5.907E-2	9.452E-2
14.700	0.296	0.178	-2.363E-2	-1.969E-2
14.800	0.291	0.173	-7.877E-2	-9.452E-2
14.900	0.280	0.159	-0.130	-0.185
15.000	0.265	0.136	-0.209	-0.248
15.100	0.239	0.110	-0.327	-0.307
15.200	0.200	7.433E-2	-0.414	-0.319
15.300	0.156	4.598E-2	-0.469	-0.252
15.400	0.106	2.392E-2	-0.516	-0.193
15.500	5.272E-2	7.381E-3	-0.614	-8.664E-2
15.600	-1.659E-2	6.594E-3	-0.689	2.757E-2
15.700	-8.512E-2	1.289E-2	-0.626	0.122
15.800	-0.142	3.101E-2	-0.504	0.228
15.900	-0.186	5.858E-2	-0.457	0.287
16.000	-0.233	8.851E-2	-0.417	0.295
16.100	-0.269	0.118	-0.307	0.268
16.200	-0.295	0.142	-0.189	0.197
16.300	-0.307	0.157	-7.877E-2	0.138
16.400	-0.310	0.170	-1.969E-2	9.452E-2
