#t	x	y	vx	vy
0.000	0.270	0.125	0.000	0.000
0.100	0.260	0.115	-7.974E-2	-9.569E-2
0.200	0.254	0.106	-9.170E-2	-0.108
0.300	0.242	9.330E-2	-0.199	-0.183
0.400	0.215	6.937E-2	-0.287	-0.227
0.500	0.184	4.784E-2	-0.355	-0.195
0.600	0.144	3.030E-2	-0.455	-0.183
0.700	9.330E-2	1.116E-2	-0.534	-0.148
0.800	3.668E-2	7.974E-4	-0.558	-7.177E-2
0.900	-1.834E-2	-3.190E-3	-0.558	1.994E-2
1.000	-7.496E-2	4.784E-3	-0.518	0.112
1.100	-0.122	1.914E-2	-0.474	0.179
1.200	-0.170	4.067E-2	-0.427	0.219
1.300	-0.207	6.300E-2	-0.327	0.223
1.400	-0.235	8.532E-2	-0.207	0.207
1.500	-0.249	0.104	-0.120	0.136
1.600	-0.259	0.112	-8.772E-2	7.177E-2
1.700	-0.266	0.119	-3.588E-2	4.784E-2
1.800	-0.266	0.122	2.791E-2	0.000
1.900	-0.261	0.119	6.778E-2	-7.575E-2
2.000	-0.253	0.107	0.159	-0.144
2.100	-0.229	9.011E-2	0.259	-0.227
2.200	-0.201	6.140E-2	0.287	-0.235
2.300	-0.171	4.306E-2	0.399	-0.211
2.400	-0.121	1.914E-2	0.486	-0.195
2.500	-7.416E-2	3.987E-3	0.510	-0.120
2.600	-1.914E-2	-4.784E-3	0.558	-3.190E-2
2.700	3.748E-2	-2.392E-3	0.550	6.379E-2
2.800	9.090E-2	7.974E-3	0.522	0.132
2.900	0.142	2.392E-2	0.462	0.175
3.000	0.183	4.306E-2	0.359	0.207
3.100	0.214	6.539E-2	0.283	0.215
3.200	0.240	8.612E-2	0.239	0.191
3.300	0.262	0.104	0.152	0.144
3.400	0.270	0.115	4.784E-2	7.177E-2
3.500	0.271	0.118	-2.392E-2	0.000
3.600	0.266	0.115	-5.981E-2	-7.974E-2
3.700	0.259	0.102	-0.116	-0.140
3.800	0.242	8.692E-2	-0.207	-0.175
3.900	0.218	6.698E-2	-0.287	-0.215
4.000	0.185	4.386E-2	-0.323	-0.215
4.100	0.153	2.392E-2	-0.443	-0.187
4.200	9.649E-2	6.379E-3	-0.546	-0.140
4.300	4.386E-2	-3.987E-3	-0.546	-7.575E-2
4.400	-1.276E-2	-8.772E-3	-0.546	7.974E-3
4.500	-6.539E-2	-2.392E-3	-0.490	0.108
4.600	-0.111	1.276E-2	-0.439	0.179
4.700	-0.153	3.349E-2	-0.427	0.239
4.800	-0.196	6.060E-2	-0.355	0.231
4.900	-0.224	7.974E-2	-0.239	0.183
5.000	-0.244	9.728E-2	-0.132	0.128
5.100	-0.250	0.105	-9.170E-2	9.569E-2
5.200	-0.262	0.116	-5.981E-2	5.582E-2
5.300	-0.262	0.116	3.190E-2	-2.392E-2
5.400	-0.256	0.112	8.772E-2	-9.968E-2
5.500	-0.245	9.649E-2	0.150	-0.146
5.600	-0.226	8.242E-2	0.233	-0.170
5.700	-0.198	6.258E-2	0.298	-0.210
5.800	-0.166	4.047E-2	0.368	-0.215
5.900	-0.125	1.950E-2	0.419	-0.162
6.000	-8.259E-2	8.160E-3	0.505	-0.111
6.100	-2.364E-2	-2.610E-3	0.558	-4.252E-2
6.200	2.908E-2	-3.427E-4	0.533	4.818E-2
6.300	8.294E-2	7.027E-3	0.510	0.116
6.400	0.131	2.290E-2	0.465	0.173
6.500	0.176	4.161E-2	0.394	0.204
6.600	0.210	6.371E-2	0.281	0.190
6.700	0.232	7.959E-2	0.204	0.173
6.800	0.251	9.829E-2	0.153	0.142
6.900	0.263	0.108	7.936E-2	6.803E-2
7.000	0.267	0.112	1.984E-2	1.984E-2
7.100	0.267	0.112	-2.834E-2	-4.252E-2
7.200	0.261	0.103	-0.128	-0.128
7.300	0.241	8.639E-2	-0.218	-0.190
7.400	0.217	6.541E-2	-0.275	-0.204
7.500	0.186	4.557E-2	-0.346	-0.201
7.600	0.148	2.517E-2	-0.459	-0.187
7.700	9.427E-2	8.160E-3	-0.496	-0.136
7.800	4.892E-2	-2.043E-3	-0.519	-6.803E-2
7.900	-9.465E-3	-5.445E-3	-0.539	1.701E-2
8.000	-5.878E-2	1.358E-3	-0.519	0.108
8.100	-0.113	1.610E-2	-0.471	0.162
8.200	-0.153	3.367E-2	-0.397	0.207
8.300	-0.193	5.748E-2	-0.315	0.201
8.400	-0.216	7.392E-2	-0.215	0.184
8.500	-0.236	9.433E-2	-0.153	0.156
8.600	-0.246	0.105	-8.787E-2	9.637E-2
8.700	-0.253	0.114	-5.385E-2	5.669E-2
8.800	-0.257	0.116	-2.834E-3	-5.669E-3
8.900	-0.254	0.112	7.936E-2	-8.787E-2
9.000	-0.241	9.886E-2	0.136	-0.159
9.100	-0.227	8.072E-2	0.218	-0.179
9.200	-0.198	6.315E-2	0.329	-0.213
9.300	-0.161	3.820E-2	0.363	-0.218
9.400	-0.125	1.950E-2	0.428	-0.147
9.500	-7.522E-2	8.727E-3	0.524	-0.108
9.600	-2.024E-2	-2.043E-3	0.505	-5.669E-2
9.700	2.568E-2	-2.610E-3	0.357	1.417E-2
9.800	5.119E-2	7.911E-4	0.394	6.519E-2
9.900	0.104	1.043E-2	0.493	0.133
10.000	0.150	2.743E-2	0.419	0.176
10.100	0.188	4.557E-2	0.346	0.210
10.200	0.219	6.938E-2	0.281	0.210
10.300	0.244	8.752E-2	0.196	0.136
10.400	0.258	9.659E-2	9.353E-2	6.236E-2
10.500	0.263	9.999E-2	3.685E-2	2.268E-2
10.600	0.265	0.101	-2.834E-2	-3.118E-2
10.700	0.258	9.376E-2	-0.108	-7.369E-2
10.800	0.244	8.639E-2	-0.136	-0.105
10.900	0.230	7.278E-2	-0.218	-0.173
11.000	0.200	5.181E-2	-0.340	-0.201
11.100	0.162	3.254E-2	-0.411	-0.207
11.200	0.118	1.043E-2	-0.482	-0.156
11.300	6.593E-2	1.358E-3	-0.471	-7.936E-2
