# Time (s)	Position (m)	Velocity (ms^-1)
1.050	0.136	-0.555
1.060	0.130	-0.648
1.070	0.123	-0.602
1.080	0.118	-0.416
1.090	0.115	-0.555
1.100	0.107	-0.740
1.110	0.100	-0.648
1.120	9.363E-2	-0.879
1.130	8.253E-2	-0.833
1.140	7.698E-2	-0.648
1.150	6.957E-2	-0.833
1.160	6.032E-2	-0.833
1.170	5.291E-2	-0.787
1.180	4.458E-2	-0.740
1.190	3.811E-2	-0.648
1.200	3.163E-2	-0.740
1.210	2.330E-2	-0.602
1.220	1.960E-2	-0.509
1.230	1.312E-2	-0.602
1.240	7.565E-3	-0.555
1.250	2.012E-3	-0.648
1.260	-5.392E-3	-0.555
1.270	-9.094E-3	-0.324
1.280	-1.187E-2	-0.324
1.290	-1.557E-2	-9.255E-2
1.300	-1.372E-2	4.627E-2
1.310	-1.465E-2	-4.627E-2
1.320	-1.465E-2	0.000
1.330	-1.465E-2	4.627E-2
1.340	-1.372E-2	0.185
1.350	-1.094E-2	0.231
1.360	-9.094E-3	0.231
1.370	-6.317E-3	0.324
1.380	-2.615E-3	0.370
1.390	1.086E-3	0.463
1.400	6.639E-3	0.509
1.410	1.127E-2	0.416
1.420	1.497E-2	0.463
1.430	2.052E-2	0.555
1.440	2.607E-2	0.879
1.450	3.811E-2	0.787
1.460	4.181E-2	0.694
1.470	5.199E-2	0.879
1.480	5.939E-2	0.879
1.490	6.957E-2	0.787
1.500	7.512E-2	0.740
1.510	8.438E-2	0.833
1.520	9.178E-2	0.694
1.530	9.826E-2	0.833
1.540	0.108	0.787
1.550	0.114	0.463
1.560	0.118	0.648
1.570	0.127	0.787
1.580	0.133	0.648
1.590	0.140	0.509
1.600	0.144	0.324
1.610	0.146	0.278
1.620	0.149	0.370
1.630	0.154	0.324
1.640	0.156	0.139
1.650	0.157	4.627E-2
1.660	0.157	0.000
1.670	0.157	0.000
1.680	0.157	-0.185
1.690	0.153	-0.278
1.700	0.151	-0.185
1.710	0.149	-0.185
1.720	0.147	-0.416
1.730	0.141	-0.463
1.740	0.138	-0.416
1.750	0.133	-0.555
1.760	0.127	-0.648
1.770	0.120	-0.602
1.780	0.115	-0.602
1.790	0.108	-0.740
1.800	0.100	-0.740
1.810	9.271E-2	-0.694
1.820	8.623E-2	-0.694
1.830	7.883E-2	-0.879
1.840	6.865E-2	-1.018
1.850	5.847E-2	-0.740
1.860	5.384E-2	-0.740
1.870	4.366E-2	-0.694
1.880	3.996E-2	-0.602
1.890	3.163E-2	-0.740
1.900	2.515E-2	-0.602
1.910	1.960E-2	-0.648
1.920	1.219E-2	-0.648
1.930	6.639E-3	-0.463
1.940	2.937E-3	-0.416
1.950	-1.690E-3	-0.463
1.960	-6.317E-3	-0.416
1.970	-1.002E-2	-0.278
1.980	-1.187E-2	-0.231
1.990	-1.465E-2	-0.185
2.000	-1.557E-2	-4.627E-2
2.010	-1.557E-2	-9.255E-2
2.020	-1.742E-2	4.627E-2
2.030	-1.465E-2	0.463
2.040	-8.168E-3	0.416
2.050	-6.317E-3	0.324
2.060	-1.690E-3	0.278
2.070	-7.645E-4	0.139
2.080	1.086E-3	0.509
2.090	9.416E-3	0.648
2.100	1.404E-2	0.416
2.110	1.775E-2	0.555
2.120	2.515E-2	0.509
2.130	2.793E-2	0.555
2.140	3.625E-2	0.694
2.150	4.181E-2	0.740
2.160	5.106E-2	0.740
2.170	5.662E-2	0.740
2.180	6.587E-2	0.740
2.190	7.142E-2	0.740
2.200	8.068E-2	0.833
2.210	8.808E-2	0.648
2.220	9.363E-2	0.555
2.230	9.919E-2	0.740
2.240	0.108	0.694
2.250	0.113	0.555
2.260	0.120	0.509
2.270	0.123	0.602
2.280	0.132	0.602
2.290	0.135	0.231
2.300	0.136	0.416
2.310	0.144	0.463
2.320	0.145	9.255E-2
2.330	0.145	0.000
2.340	0.145	0.000
2.350	0.145	0.000
2.360	0.145	-9.255E-2
2.370	0.144	-0.231
2.380	0.141	-0.278
2.390	0.138	-0.324
2.400	0.134	-0.370
2.410	0.131	-0.370
2.420	0.127	-0.648
2.430	0.118	-0.694
2.440	0.113	-0.463
2.450	0.108	-0.509
2.460	0.103	-0.833
2.470	9.178E-2	-0.879
2.480	8.530E-2	-0.602
2.490	7.975E-2	-0.509
2.500	7.512E-2	-0.833
2.510	6.309E-2	-0.925
2.520	5.662E-2	-0.925
2.530	4.458E-2	-0.925
2.540	3.811E-2	-0.602
2.550	3.255E-2	-0.740
2.560	2.330E-2	-1.064
2.570	1.127E-2	-0.833
2.580	6.639E-3	-0.509
2.590	1.086E-3	-0.463
2.600	-2.615E-3	-0.509
2.610	-9.094E-3	-0.694
2.620	-1.650E-2	-0.509
2.630	-1.927E-2	-0.324
2.640	-2.298E-2	-0.416
2.650	-2.760E-2	-0.463
2.660	-3.223E-2	-0.324
2.670	-3.408E-2	-0.231
2.680	-3.686E-2	-0.139
2.690	-3.686E-2	0.000
2.700	-3.686E-2	0.000
2.710	-3.686E-2	4.627E-2
2.720	-3.593E-2	0.278
2.730	-3.131E-2	0.463
2.740	-2.668E-2	0.324
2.750	-2.483E-2	0.278
2.760	-2.113E-2	0.463
2.770	-1.557E-2	0.555
2.780	-1.002E-2	0.463
2.790	-6.317E-3	0.463
2.800	-7.645E-4	0.509
2.810	3.863E-3	0.694
2.820	1.312E-2	0.740
2.830	1.867E-2	0.648
2.840	2.607E-2	0.787
2.850	3.440E-2	0.879
2.860	4.366E-2	0.740
2.870	4.921E-2	0.694
2.880	5.754E-2	0.740
2.890	6.402E-2	0.648
2.900	7.050E-2	0.648
2.910	7.698E-2	0.648
2.920	8.345E-2	0.602
2.930	8.901E-2	0.602
2.940	9.549E-2	0.509
2.950	9.919E-2	0.416
2.960	0.104	0.416
2.970	0.108	0.370
2.980	0.111	0.463
2.990	0.117	0.324
3.000	0.118	0.139
3.010	0.120	9.255E-2
3.020	0.120	0.000
3.030	0.120	0.000
3.040	0.120	0.000
3.050	0.120	-0.139
3.060	0.117	-0.231
3.070	0.115	-0.231
3.080	0.112	-0.324
3.090	0.108	-0.370
3.100	0.105	-0.463
3.110	9.919E-2	-0.463
3.120	9.549E-2	-0.602
3.130	8.716E-2	-0.648
3.140	8.253E-2	-0.602
3.150	7.512E-2	-0.602
3.160	7.050E-2	-0.694
3.170	6.124E-2	-0.879
3.180	5.291E-2	-0.787
3.190	4.551E-2	-0.648
3.200	3.996E-2	-0.602
3.210	3.348E-2	-0.787
3.220	2.422E-2	-0.787
3.230	1.775E-2	-0.787
3.240	8.490E-3	-0.833
3.250	1.086E-3	-0.648
3.260	-4.466E-3	-0.694
3.270	-1.280E-2	-0.787
3.280	-2.020E-2	-0.555
3.290	-2.390E-2	-0.463
3.300	-2.945E-2	-0.416
3.310	-3.223E-2	-0.416
3.320	-3.778E-2	-0.463
3.330	-4.149E-2	-0.509
3.340	-4.796E-2	-0.370
3.350	-4.889E-2	-4.627E-2
3.360	-4.889E-2	-0.185
3.370	-5.259E-2	-0.185
3.380	-5.259E-2	0.000
3.390	-5.259E-2	0.185
3.400	-4.889E-2	0.278
3.410	-4.704E-2	0.278
3.420	-4.334E-2	0.370
3.430	-3.963E-2	0.370
3.440	-3.593E-2	0.370
3.450	-3.223E-2	0.416
3.460	-2.760E-2	0.463
3.470	-2.298E-2	0.509
3.480	-1.742E-2	0.648
3.490	-1.002E-2	0.740
3.500	-2.615E-3	0.833
3.510	6.639E-3	0.648
3.520	1.034E-2	0.740
3.530	2.145E-2	1.111
3.540	3.255E-2	0.925
3.550	3.996E-2	0.555
3.560	4.366E-2	0.509
3.570	5.014E-2	0.740
3.580	5.847E-2	0.787
3.590	6.587E-2	0.740
3.600	7.327E-2	0.694
3.610	7.975E-2	0.740
3.620	8.808E-2	0.694
3.630	9.363E-2	0.555
3.640	9.919E-2	0.370
3.650	0.101	0.324
3.660	0.106	0.370
3.670	0.108	0.416
3.680	0.114	0.463
3.690	0.118	0.370
3.700	0.121	0.139
3.710	0.120	-9.255E-2
3.720	0.120	-0.231
3.730	0.116	-0.231
3.740	0.115	-0.139
3.750	0.113	-0.139
3.760	0.112	-0.139
3.770	0.110	-0.278
3.780	0.107	-0.324
3.790	0.104	-0.278
3.800	0.101	-0.370
3.810	9.641E-2	-0.602
3.820	8.901E-2	-0.833
3.830	7.975E-2	-0.694
3.840	7.512E-2	-0.648
3.850	6.680E-2	-0.787
3.860	5.939E-2	-0.694
3.870	5.291E-2	-0.833
3.880	4.273E-2	-0.833
3.890	3.625E-2	-0.740
3.900	2.793E-2	-0.740
3.910	2.145E-2	-0.555
3.920	1.682E-2	-0.648
3.930	8.490E-3	-0.694
3.940	2.937E-3	-0.648
3.950	-4.466E-3	-0.602
3.960	-9.094E-3	-0.555
3.970	-1.557E-2	-0.648
3.980	-2.205E-2	-0.602
3.990	-2.760E-2	-0.463
4.000	-3.131E-2	-0.416
4.010	-3.593E-2	-0.416
4.020	-3.963E-2	-0.463
4.030	-4.519E-2	-0.370
4.040	-4.704E-2	-9.255E-2
4.050	-4.704E-2	0.000
4.060	-4.704E-2	0.000
4.070	-4.704E-2	0.000
4.080	-4.704E-2	0.000
4.090	-4.704E-2	0.000
4.100	-4.704E-2	0.185
4.110	-4.334E-2	0.463
4.120	-3.778E-2	0.463
4.130	-3.408E-2	0.463
4.140	-2.853E-2	0.648
4.150	-2.113E-2	0.416
4.160	-2.020E-2	0.555
4.170	-1.002E-2	0.787
4.180	-4.466E-3	0.509
4.190	1.610E-4	0.648
4.200	8.490E-3	0.694
4.210	1.404E-2	0.879
4.220	2.607E-2	0.972
4.230	3.348E-2	0.648
4.240	3.903E-2	0.694
4.250	4.736E-2	0.787
4.260	5.476E-2	0.879
4.270	6.494E-2	0.787
4.280	7.050E-2	0.694
4.290	7.883E-2	0.694
4.300	8.438E-2	0.463
4.310	8.808E-2	0.509
4.320	9.456E-2	0.555
4.330	9.919E-2	0.555
4.340	0.106	0.463
4.350	0.108	0.509
4.360	0.116	0.463
4.370	0.118	0.185
4.380	0.120	9.255E-2
4.390	0.120	0.185
4.400	0.123	0.185
4.410	0.123	0.000
4.420	0.123	-0.185
4.430	0.120	-0.370
4.440	0.116	-0.370
4.450	0.112	-0.463
4.460	0.107	-0.324
4.470	0.106	-0.139
4.480	0.104	-0.370
4.490	9.826E-2	-0.509
4.500	9.363E-2	-0.787
4.510	8.253E-2	-0.833
4.520	7.698E-2	-0.648
4.530	6.957E-2	-0.833
4.540	6.032E-2	-0.694
4.550	5.569E-2	-0.694
4.560	4.643E-2	-0.787
4.570	3.996E-2	-0.602
4.580	3.440E-2	-0.787
4.590	2.422E-2	-0.879
4.600	1.682E-2	-0.694
4.610	1.034E-2	-0.648
4.620	3.863E-3	-0.694
4.630	-3.541E-3	-0.694
4.640	-1.002E-2	-0.602
4.650	-1.557E-2	-0.648
4.660	-2.298E-2	-0.740
4.670	-3.038E-2	-0.740
4.680	-3.778E-2	-0.787
4.690	-4.611E-2	-0.648
4.700	-5.074E-2	-0.231
4.710	-5.074E-2	-0.231
4.720	-5.537E-2	-0.463
4.730	-6.000E-2	-0.231
4.740	-6.000E-2	0.000
4.750	-6.000E-2	0.000
4.760	-6.000E-2	0.000
4.770	-6.000E-2	0.000
4.780	-6.000E-2	0.000
4.790	-6.000E-2	0.278
4.800	-5.444E-2	0.463
4.810	-5.074E-2	0.370
4.820	-4.704E-2	0.278
4.830	-4.519E-2	0.370
4.840	-3.963E-2	0.416
4.850	-3.686E-2	0.416
4.860	-3.131E-2	0.555
4.870	-2.575E-2	0.602
4.880	-1.927E-2	0.694
4.890	-1.187E-2	0.833
4.900	-2.615E-3	0.787
4.910	3.863E-3	0.694
4.920	1.127E-2	0.787
4.930	1.960E-2	0.925
4.940	2.978E-2	0.787
4.950	3.533E-2	0.740
4.960	4.458E-2	0.879
4.970	5.291E-2	0.694
4.980	5.847E-2	0.509
4.990	6.309E-2	0.740
5.000	7.327E-2	0.879
5.010	8.068E-2	0.370
5.020	8.068E-2	9.255E-2
5.030	8.253E-2	0.416
5.040	8.901E-2	0.370
5.050	8.993E-2	0.139
5.060	9.178E-2	0.231
5.070	9.456E-2	0.139
5.080	9.456E-2	0.139
5.090	9.734E-2	0.139
5.100	9.734E-2	-4.627E-2
5.110	9.641E-2	-9.255E-2
5.120	9.549E-2	-0.231
5.130	9.178E-2	-0.416
5.140	8.716E-2	-0.324
5.150	8.530E-2	-0.231
5.160	8.253E-2	-0.231
5.170	8.068E-2	-0.370
5.180	7.512E-2	-0.740
5.190	6.587E-2	-0.833
5.200	5.847E-2	-0.648
5.210	5.291E-2	-0.648
5.220	4.551E-2	-0.694
5.230	3.903E-2	-0.602
5.240	3.348E-2	-0.694
5.250	2.515E-2	-0.648
5.260	2.052E-2	-0.602
5.270	1.312E-2	-0.972
5.280	1.086E-3	-0.972
5.290	-6.317E-3	-0.833
5.300	-1.557E-2	-0.879
5.310	-2.390E-2	-0.648
5.320	-2.853E-2	-0.416
5.330	-3.223E-2	-0.463
5.340	-3.778E-2	-0.602
5.350	-4.426E-2	-0.833
5.360	-5.444E-2	-0.694
5.370	-5.814E-2	-0.463
5.380	-6.370E-2	-0.278
5.390	-6.370E-2	0.000
5.400	-6.370E-2	-9.255E-2
5.410	-6.555E-2	-0.231
5.420	-6.832E-2	-0.324
5.430	-7.203E-2	-0.278
5.440	-7.388E-2	-0.139
5.450	-7.480E-2	0.231
5.460	-6.925E-2	0.555
5.470	-6.370E-2	0.416
5.480	-6.092E-2	0.278
5.490	-5.814E-2	0.324
5.500	-5.444E-2	0.463
5.510	-4.889E-2	0.416
5.520	-4.611E-2	0.463
5.530	-3.963E-2	0.694
5.540	-3.223E-2	0.648
5.550	-2.668E-2	0.648
5.560	-1.927E-2	0.648
5.570	-1.372E-2	0.602
5.580	-7.243E-3	0.833
5.590	2.937E-3	0.787
5.600	8.490E-3	0.648
5.610	1.589E-2	0.648
5.620	2.145E-2	0.509
5.630	2.607E-2	0.648
5.640	3.440E-2	0.787
5.650	4.181E-2	0.602
5.660	4.643E-2	0.602
5.670	5.384E-2	0.555
5.680	5.754E-2	0.740
5.690	6.865E-2	0.694
5.700	7.142E-2	0.370
5.710	7.605E-2	0.555
5.720	8.253E-2	0.509
5.730	8.623E-2	0.463
5.740	9.178E-2	0.278
5.750	9.178E-2	0.185
5.760	9.549E-2	0.278
5.770	9.734E-2	9.255E-2
5.780	9.734E-2	0.000
5.790	9.734E-2	0.000
5.800	9.734E-2	-0.185
5.810	9.363E-2	-0.278
5.820	9.178E-2	-0.278
5.830	8.808E-2	-0.278
5.840	8.623E-2	-0.370
5.850	8.068E-2	-0.463
5.860	7.698E-2	-0.278
5.870	7.512E-2	-0.416
5.880	6.865E-2	-0.648
5.890	6.217E-2	-0.694
5.900	5.476E-2	-0.740
5.910	4.736E-2	-0.833
5.920	3.811E-2	-0.879
5.930	2.978E-2	-0.833
5.940	2.145E-2	-0.694
5.950	1.589E-2	-0.416
5.960	1.312E-2	-0.278
5.970	1.034E-2	-0.555
5.980	2.012E-3	-0.879
5.990	-7.243E-3	-0.972
6.000	-1.742E-2	-0.972
6.010	-2.668E-2	-0.740
6.020	-3.223E-2	-0.648
6.030	-3.963E-2	-0.602
6.040	-4.426E-2	-0.648
6.050	-5.259E-2	-0.555
6.060	-5.537E-2	-0.185
6.070	-5.629E-2	-0.139
6.080	-5.814E-2	-0.463
6.090	-6.555E-2	-0.370
6.100	-6.555E-2	0.000
6.110	-6.555E-2	0.000
6.120	-6.555E-2	0.000
6.130	-6.555E-2	0.139
6.140	-6.277E-2	0.278
6.150	-6.000E-2	0.231
6.160	-5.814E-2	0.278
6.170	-5.444E-2	0.185
6.180	-5.444E-2	0.139
6.190	-5.167E-2	0.694
6.200	-4.056E-2	0.833
6.210	-3.501E-2	0.555
6.220	-2.945E-2	0.602
6.230	-2.298E-2	0.787
6.240	-1.372E-2	0.787
6.250	-7.243E-3	0.740
6.260	1.086E-3	0.648
6.270	5.714E-3	0.787
6.280	1.682E-2	0.833
6.290	2.237E-2	0.463
6.300	2.607E-2	0.648
6.310	3.533E-2	0.694
6.320	3.996E-2	0.694
6.330	4.921E-2	0.925
6.340	5.847E-2	0.602
6.350	6.124E-2	0.416
6.360	6.680E-2	0.740
6.370	7.605E-2	0.833
6.380	8.345E-2	0.555
6.390	8.716E-2	0.370
6.400	9.086E-2	0.278
6.410	9.271E-2	0.324
6.420	9.734E-2	0.278
6.430	9.826E-2	0.185
6.440	0.101	0.231
6.450	0.103	0.185
6.460	0.105	9.255E-2
6.470	0.105	0.000
6.480	0.105	4.627E-2
6.490	0.106	4.627E-2
6.500	0.106	-0.185
6.510	0.102	-0.370
6.520	9.826E-2	-0.370
6.530	9.456E-2	-0.416
6.540	8.993E-2	-0.602
6.550	8.253E-2	-0.648
6.560	7.698E-2	-0.509
6.570	7.235E-2	-0.555
6.580	6.587E-2	-0.463
6.590	6.309E-2	-0.648
6.600	5.291E-2	-0.879
6.610	4.551E-2	-0.925
6.620	3.440E-2	-1.249
6.630	2.052E-2	-1.064
6.640	1.312E-2	-0.787
6.650	4.788E-3	-0.509
6.660	2.937E-3	-0.648
6.670	-8.168E-3	-1.018
6.680	-1.742E-2	-0.787
6.690	-2.390E-2	-0.463
6.700	-2.668E-2	-0.509
6.710	-3.408E-2	-0.555
6.720	-3.778E-2	-0.509
6.730	-4.426E-2	-0.370
6.740	-4.519E-2	-0.278
6.750	-4.981E-2	-0.463
6.760	-5.444E-2	-0.509
6.770	-6.000E-2	-0.324
6.780	-6.092E-2	-9.255E-2
6.790	-6.185E-2	-0.185
6.800	-6.462E-2	-0.139
6.810	-6.462E-2	0.000
6.820	-6.462E-2	0.000
6.830	-6.462E-2	0.278
6.840	-5.907E-2	0.370
6.850	-5.722E-2	0.370
6.860	-5.167E-2	0.509
6.870	-4.704E-2	0.463
6.880	-4.241E-2	0.463
6.890	-3.778E-2	0.416
6.900	-3.408E-2	0.324
6.910	-3.131E-2	0.416
6.920	-2.575E-2	0.694
6.930	-1.742E-2	0.787
6.940	-1.002E-2	0.787
6.950	-1.690E-3	0.555
6.960	1.086E-3	0.416
6.970	6.639E-3	0.740
6.980	1.589E-2	0.925
6.990	2.515E-2	0.833
7.000	3.255E-2	0.555
7.010	3.625E-2	0.833
7.020	4.921E-2	1.111
7.030	5.847E-2	0.879
7.040	6.680E-2	0.509
7.050	6.865E-2	0.416
7.060	7.512E-2	0.463
7.070	7.790E-2	0.509
7.080	8.530E-2	0.602
7.090	8.993E-2	0.370
7.100	9.271E-2	0.185
7.110	9.363E-2	0.231
7.120	9.734E-2	0.278
7.130	9.919E-2	0.185
7.140	0.101	0.185
7.150	0.103	9.255E-2
7.160	0.103	0.000
7.170	0.103	-9.255E-2
7.180	0.101	-0.185
7.190	9.919E-2	-0.278
7.200	9.549E-2	-0.278
7.210	9.363E-2	-0.324
7.220	8.901E-2	-0.555
7.230	8.253E-2	-0.602
7.240	7.698E-2	-0.555
7.250	7.142E-2	-0.602
7.260	6.494E-2	-0.555
7.270	6.032E-2	-0.787
7.280	4.921E-2	-0.879
7.290	4.273E-2	-0.694
7.300	3.533E-2	-0.648
7.310	2.978E-2	-0.602
7.320	2.330E-2	-0.648
7.330	1.682E-2	-0.648
7.340	1.034E-2	-0.787
7.350	1.086E-3	-0.879
7.360	-7.243E-3	-0.648
7.370	-1.187E-2	-0.648
7.380	-2.020E-2	-0.925
7.390	-3.038E-2	-0.740
7.400	-3.501E-2	-0.509
7.410	-4.056E-2	-0.602
7.420	-4.704E-2	-0.324
7.430	-4.704E-2	-9.255E-2
7.440	-4.889E-2	-0.694
7.450	-6.092E-2	-0.602
7.460	-6.092E-2	-9.255E-2
7.470	-6.277E-2	-0.231
7.480	-6.555E-2	-0.139
7.490	-6.555E-2	0.000
7.500	-6.555E-2	0.231
7.510	-6.092E-2	0.231
7.520	-6.092E-2	0.231
7.530	-5.629E-2	0.509
7.540	-5.074E-2	0.416
7.550	-4.796E-2	0.370
7.560	-4.334E-2	0.416
7.570	-3.963E-2	0.370
7.580	-3.593E-2	0.324
7.590	-3.316E-2	0.509
7.600	-2.575E-2	0.694
7.610	-1.927E-2	0.694
7.620	-1.187E-2	0.694
7.630	-5.392E-3	0.740
7.640	2.937E-3	0.833
7.650	1.127E-2	0.648
7.660	1.589E-2	0.509
7.670	2.145E-2	0.787
7.680	3.163E-2	0.740
7.690	3.625E-2	0.787
7.700	4.736E-2	0.740
7.710	5.106E-2	0.509
7.720	5.754E-2	0.694
7.730	6.494E-2	0.648
7.740	7.050E-2	0.694
7.750	7.883E-2	0.555
7.760	8.160E-2	0.278
7.770	8.438E-2	0.602
7.780	9.363E-2	0.648
7.790	9.734E-2	0.324
7.800	0.100	0.139
7.810	0.100	0.139
7.820	0.103	0.139
7.830	0.103	0.000
7.840	0.103	0.000
7.850	0.103	-9.255E-2
7.860	0.101	-0.231
7.870	9.826E-2	-0.278
7.880	9.549E-2	-0.231
7.890	9.363E-2	-0.231
7.900	9.086E-2	-0.231
7.910	8.901E-2	-0.231
7.920	8.623E-2	-0.463
7.930	7.975E-2	-1.064
7.940	6.494E-2	-0.925
7.950	6.124E-2	-0.602
7.960	5.291E-2	-0.602
7.970	4.921E-2	-0.463
7.980	4.366E-2	-0.740
7.990	3.440E-2	-0.694
8.000	2.978E-2	-0.648
8.010	2.145E-2	-0.833
8.020	1.312E-2	-0.879
8.030	3.863E-3	-0.648
8.040	1.610E-4	-0.555
8.050	-7.243E-3	-0.787
8.060	-1.557E-2	-0.833
8.070	-2.390E-2	-0.694
8.080	-2.945E-2	-0.555
8.090	-3.501E-2	-0.463
8.100	-3.871E-2	-0.555
8.110	-4.611E-2	-0.416
8.120	-4.704E-2	-4.627E-2
8.130	-4.704E-2	-0.370
8.140	-5.444E-2	-0.370
8.150	-5.444E-2	0.000
8.160	-5.444E-2	0.000
8.170	-5.444E-2	0.000
8.180	-5.444E-2	0.000
8.190	-5.444E-2	0.000
8.200	-5.444E-2	0.000
8.210	-5.444E-2	0.185
8.220	-5.074E-2	0.370
8.230	-4.704E-2	0.370
8.240	-4.334E-2	0.509
8.250	-3.686E-2	0.463
8.260	-3.408E-2	0.324
8.270	-3.038E-2	0.370
8.280	-2.668E-2	0.370
8.290	-2.298E-2	0.648
8.300	-1.372E-2	0.972
8.310	-3.541E-3	0.925
8.320	4.788E-3	0.602
8.330	8.490E-3	0.648
8.340	1.775E-2	0.740
8.350	2.330E-2	0.740
8.360	3.255E-2	0.833
8.370	3.996E-2	0.740
8.380	4.736E-2	0.602
8.390	5.199E-2	0.648
8.400	6.032E-2	0.787
8.410	6.772E-2	0.925
8.420	7.883E-2	0.648
8.430	8.068E-2	0.139
8.440	8.160E-2	0.231
8.450	8.530E-2	0.509
8.460	9.178E-2	0.555
8.470	9.641E-2	0.463
8.480	0.101	0.509
8.490	0.107	0.278
8.500	0.107	0.000
8.510	0.107	4.627E-2
8.520	0.108	4.627E-2
8.530	0.108	-0.139
8.540	0.105	-0.185
8.550	0.104	-0.139
8.560	0.102	-0.231
8.570	9.919E-2	-0.231
8.580	9.734E-2	-0.278
8.590	9.363E-2	-0.370
8.600	8.993E-2	-0.555
8.610	8.253E-2	-0.740
8.620	7.512E-2	-0.555
8.630	7.142E-2	-0.555
8.640	6.402E-2	-0.694
8.650	5.754E-2	-0.787
8.660	4.829E-2	-0.740
8.670	4.273E-2	-0.509
8.680	3.811E-2	-0.879
8.690	2.515E-2	-1.018
8.700	1.775E-2	-0.787
8.710	9.416E-3	-0.833
8.720	1.086E-3	-0.694
8.730	-4.466E-3	-0.694
8.740	-1.280E-2	-0.648
8.750	-1.742E-2	-0.648
8.760	-2.575E-2	-0.787
8.770	-3.316E-2	-0.602
8.780	-3.778E-2	-0.416
8.790	-4.149E-2	-0.463
8.800	-4.704E-2	-0.370
8.810	-4.889E-2	-0.139
8.820	-4.981E-2	-0.278
8.830	-5.444E-2	-0.231
8.840	-5.444E-2	-0.139
8.850	-5.722E-2	-0.139
8.860	-5.722E-2	0.000
8.870	-5.722E-2	9.255E-2
8.880	-5.537E-2	0.324
8.890	-5.074E-2	0.416
8.900	-4.704E-2	0.370
8.910	-4.334E-2	0.370
8.920	-3.963E-2	0.278
8.930	-3.778E-2	0.185
8.940	-3.593E-2	0.463
8.950	-2.853E-2	0.648
8.960	-2.298E-2	0.509
8.970	-1.835E-2	0.648
8.980	-1.002E-2	0.740
8.990	-3.541E-3	0.648
9.000	2.937E-3	0.694
9.010	1.034E-2	0.787
9.020	1.867E-2	0.833
9.030	2.700E-2	0.787
9.040	3.440E-2	0.694
9.050	4.088E-2	0.555
9.060	4.551E-2	0.787
9.070	5.662E-2	0.879
