#initial-angle1(-52.9)	initial-angle2(-19.3)
#t	x1	y1	x2	y2	vx1	vy1	vx2	vy2
27.7	5.42E-02	-0.28	1.56E-01	-5.85E-01	1.88E-01	3.79E-02	0.457	1.25E-01
27.8	7.20E-02	-0.275	1.98E-01	-5.72E-01	1.85E-01	4.68E-02	4.05E-01	1.36E-01
27.9	9.11E-02	-0.27	2.38E-01	-5.58E-01	1.74E-01	5.19E-02	3.65E-01	1.44E-01
28	1.07E-01	-2.65E-01	2.72E-01	-5.43E-01	1.49E-01	5.74E-02	3.00E-01	1.46E-01
28.1	1.21E-01	-2.59E-01	2.98E-01	-5.28E-01	1.25E-01	5.63E-02	2.26E-01	1.27E-01
28.2	1.32E-01	-0.254	3.17E-01	-5.18E-01	9.76E-02	4.96E-02	1.53E-01	9.42E-02
28.3	1.40E-01	-0.249	3.28E-01	-5.10E-01	7.08E-02	3.96E-02	9.04E-02	6.67E-02
28.4	1.46E-01	-2.46E-01	3.35E-01	-5.04E-01	4.52E-02	2.29E-02	4.07E-02	4.12E-02
28.5	1.50E-01	-0.244	3.36E-01	-5.01E-01	7.81E-03	3.35E-03	-1.33E-02	9.46E-03
28.6	1.48E-01	-0.245	3.32E-01	-5.02E-01	-3.68E-02	-1.51E-02	-7.81E-02	-3.36E-02
28.7	1.42E-01	-0.247	3.21E-01	-5.08E-01	-6.19E-02	-3.35E-02	-1.36E-01	-7.00E-02
28.8	1.35E-01	-0.252	3.05E-01	-5.16E-01	-9.03E-02	-4.85E-02	-1.82E-01	-9.04E-02
28.9	1.24E-01	-0.257	2.84E-01	-5.26E-01	-1.23E-01	-5.80E-02	-0.246	-1.18E-01
29	1.11E-01	-0.263	2.56E-01	-5.40E-01	-1.44E-01	-5.86E-02	-0.295	-1.26E-01
29.1	9.52E-02	-0.269	2.25E-01	-5.51E-01	-1.63E-01	-5.69E-02	-0.326	-1.25E-01
29.2	7.79E-02	-2.75E-01	1.90E-01	-5.65E-01	-1.87E-01	-4.91E-02	-0.375	-1.32E-01
29.3	5.79E-02	-0.279	1.50E-01	-5.78E-01	-2.06E-01	-3.51E-02	-0.429	-1.20E-01
29.4	3.67E-02	-0.282	1.05E-01	-5.89E-01	-2.20E-01	-2.29E-02	-0.466	-9.65E-02
29.5	1.39E-02	-0.283	5.72E-02	-5.97E-01	-2.16E-01	-4.46E-03	-0.492	-6.29E-02
29.6	-6.49E-03	-0.283	6.19E-03	-6.02E-01	-1.93E-01	1.12E-02	-0.512	-1.99E-02
29.7	-2.47E-02	-0.281	-4.52E-02	-6.01E-01	-1.81E-01	2.06E-02	-0.512	3.26E-02
29.8	-4.26E-02	-0.278	-9.62E-02	-5.95E-01	-1.71E-01	3.18E-02	-0.501	7.90E-02
29.9	-5.88E-02	-0.275	-1.45E-01	-5.85E-01	-1.19E-01	2.79E-02	-3.83E-01	9.08E-02
30	-6.65E-02	-0.273	-1.73E-01	-5.77E-01	-9.98E-02	3.01E-02	-3.32E-01	1.11E-01
30.1	-7.88E-02	-0.269	-2.12E-01	-5.63E-01	-1.14E-01	3.96E-02	-3.69E-01	1.51E-01
30.2	-8.94E-02	-0.265	-2.47E-01	-5.47E-01	-9.70E-02	3.57E-02	-3.35E-01	1.78E-01
30.3	-9.82E-02	-2.61E-01	-2.79E-01	-5.27E-01	-8.20E-02	3.68E-02	-2.66E-01	1.71E-01
30.4	-1.06E-01	-2.58E-01	-3.00E-01	-5.12E-01	-5.97E-02	2.79E-02	-1.95E-01	1.47E-01
30.5	-1.10E-01	-2.56E-01	-3.18E-01	-4.98E-01	-2.96E-02	1.06E-02	-1.40E-01	1.24E-01
30.6	-1.12E-01	-2.55E-01	-3.28E-01	-4.87E-01	-7.81E-03	2.23E-03	-7.05E-02	7.85E-02
30.7	-1.12E-01	-0.255	-3.32E-01	-4.82E-01	9.48E-03	-3.90E-03	-8.04E-03	3.74E-02
30.8	-1.10E-01	-0.256	-3.29E-01	-4.80E-01	3.01E-02	-1.28E-02	4.97E-02	-1.09E-02
30.9	-1.06E-01	-0.258	-3.22E-01	-4.84E-01	5.69E-02	-2.68E-02	1.12E-01	-7.57E-02
31	-9.84E-02	-0.262	-3.07E-01	-4.95E-01	8.25E-02	-3.46E-02	0.174	-1.18E-01
31.1	-8.91E-02	-0.265	-2.87E-01	-5.08E-01	1.03E-01	-3.99E-02	0.231	-1.49E-01
31.2	-7.78E-02	-0.27	-2.61E-01	-5.25E-01	1.13E-01	-4.21E-02	0.303	-1.76E-01
31.3	-6.66E-02	-0.273	-2.26E-01	-5.43E-01	1.16E-01	-3.22E-02	0.358	-1.78E-01
31.4	-5.47E-02	-2.76E-01	-1.89E-01	-5.61E-01	1.29E-01	-2.65E-02	0.399	-1.68E-01
31.5	-4.08E-02	-0.279	-1.47E-01	-5.77E-01	1.37E-01	-2.41E-02	0.458	-1.37E-01
31.6	-2.72E-02	-0.281	-9.76E-02	-5.88E-01	1.41E-01	-1.89E-02	0.507	-9.89E-02
31.7	-1.26E-02	-0.282	-4.53E-02	-5.97E-01	1.50E-01	-9.46E-03	0.53	-5.11E-02
31.8	2.79E-03	-0.283	8.37E-03	-5.98E-01	1.54E-01	4.73E-04	0.539	1.09E-02
31.9	1.81E-02	-0.282	6.25E-02	-5.94E-01	1.64E-01	2.37E-03	0.526	6.48E-02
32	3.56E-02	-0.282	1.13E-01	-5.85E-01	1.68E-01	1.04E-02	0.484	1.06E-01
32.1	5.17E-02	-0.28	1.59E-01	-5.73E-01	1.69E-01	3.08E-02	4.41E-01	1.31E-01
32.2	6.94E-02	-0.276	2.02E-01	-5.59E-01	1.65E-01	3.88E-02	3.87E-01	1.39E-01
32.3	8.46E-02	-0.272	2.37E-01	-5.45E-01	1.52E-01	4.54E-02	3.47E-01	1.44E-01
32.4	9.98E-02	-0.267	2.71E-01	-5.30E-01	1.47E-01	5.39E-02	3.02E-01	1.38E-01
32.5	1.14E-01	-0.262	2.97E-01	-5.18E-01	1.20E-01	4.97E-02	2.27E-01	9.98E-02
32.6	1.24E-01	-2.57E-01	3.17E-01	-5.10E-01	9.18E-02	4.26E-02	1.65E-01	6.53E-02
32.7	1.32E-01	-2.53E-01	3.30E-01	-5.05E-01	7.43E-02	3.41E-02	1.07E-01	4.16E-02
32.8	1.39E-01	-2.50E-01	3.38E-01	-5.02E-01	4.97E-02	2.37E-02	5.11E-02	7.57E-03
32.9	1.42E-01	-2.48E-01	3.40E-01	-5.03E-01	1.70E-02	8.52E-03	-1.75E-02	-3.60E-02
33	1.42E-01	-0.249	3.34E-01	-5.09E-01	-1.42E-02	-9.94E-03	-8.19E-02	-7.19E-02
33.1	1.39E-01	-0.25	3.24E-01	-5.18E-01	-3.79E-02	-2.13E-02	-1.31E-01	-9.42E-02
33.2	1.35E-01	-0.253	3.08E-01	-5.28E-01	-7.90E-02	-3.69E-02	-0.198	-1.18E-01
33.3	1.24E-01	-0.258	2.84E-01	-5.41E-01	-1.13E-01	-5.20E-02	-0.262	-1.33E-01
33.4	1.12E-01	-0.263	2.56E-01	-5.55E-01	-1.35E-01	-5.63E-02	-0.318	-1.41E-01
33.5	9.67E-02	-0.269	2.21E-01	-5.69E-01	-1.62E-01	-5.87E-02	-0.367	-1.32E-01
33.6	7.95E-02	-2.75E-01	1.82E-01	-5.81E-01	-1.86E-01	-4.78E-02	-0.415	-1.18E-01
33.7	5.95E-02	-2.79E-01	1.38E-01	-5.93E-01	-2.04E-01	-3.50E-02	-0.457	-9.46E-02
33.8	3.87E-02	-0.282	9.12E-02	-6.00E-01	-2.30E-01	-2.37E-02	-0.478	-5.58E-02
33.9	1.35E-02	-0.283	4.22E-02	-6.04E-01	-2.23E-01	-1.42E-03	-0.493	-2.18E-02
34	-5.82E-03	-0.282	-7.34E-03	-6.04E-01	-1.99E-01	1.42E-02	-0.494	2.13E-02
34.1	-2.63E-02	-0.281	-5.66E-02	-6.00E-01	-1.93E-01	2.22E-02	-0.484	6.58E-02
34.2	-4.43E-02	-0.278	-1.04E-01	-5.91E-01	-1.75E-01	3.41E-02	-4.73E-01	1.01E-01
34.3	-6.13E-02	-0.274	-1.51E-01	-5.80E-01	-1.66E-01	4.26E-02	-4.29E-01	1.27E-01
34.4	-7.75E-02	-0.269	-1.90E-01	-5.66E-01	-1.44E-01	4.54E-02	-3.62E-01	1.44E-01
34.5	-9.00E-02	-0.265	-2.24E-01	-5.51E-01	-1.13E-01	4.50E-02	-3.14E-01	1.48E-01
34.6	-1.00E-01	-0.26	-2.53E-01	-5.36E-01	-8.71E-02	3.60E-02	-2.66E-01	1.50E-01
34.7	-1.07E-01	-0.257	-2.77E-01	-5.21E-01	-6.20E-02	2.89E-02	-2.14E-01	1.42E-01
34.8	-1.12E-01	-2.54E-01	-2.95E-01	-5.08E-01	-4.31E-02	2.27E-02	-1.59E-01	1.15E-01
34.9	-1.16E-01	-2.53E-01	-3.09E-01	-4.98E-01	-1.99E-02	8.04E-03	-1.01E-01	7.85E-02
35	-1.16E-01	-2.53E-01	-3.16E-01	-4.92E-01	7.57E-03	-5.68E-03	-3.83E-02	3.93E-02
35.1	-1.15E-01	-2.54E-01	-3.16E-01	-4.90E-01	3.79E-02	-2.08E-02	2.65E-02	-1.09E-02
35.2	-1.09E-01	-2.57E-01	-3.10E-01	-4.94E-01	6.67E-02	-3.03E-02	8.47E-02	-6.43E-02
35.3	-1.01E-01	-0.26	-3.00E-01	-5.03E-01	9.37E-02	-3.97E-02	0.14	-9.94E-02
35.4	-9.01E-02	-0.265	-2.82E-01	-5.14E-01	9.56E-02	-3.83E-02	0.2	-1.25E-01
35.5	-8.21E-02	-0.268	-2.60E-01	-5.28E-01	9.56E-02	-3.36E-02	0.264	-1.53E-01
35.6	-7.10E-02	-0.272	-2.30E-01	-5.45E-01	1.27E-01	-3.88E-02	0.315	-1.66E-01
35.7	-5.66E-02	-0.276	-1.97E-01	-5.61E-01	1.45E-01	-3.31E-02	0.367	-1.61E-01
35.8	-4.21E-02	-0.278	-1.56E-01	-5.77E-01	1.51E-01	-2.46E-02	0.433	-1.48E-01
35.9	-2.64E-02	-2.80E-01	-1.10E-01	-5.91E-01	1.61E-01	-2.13E-02	0.484	-1.22E-01
36	-9.80E-03	-2.83E-01	-5.95E-02	-6.01E-01	1.57E-01	-1.28E-02	0.517	-7.85E-02
36.1	5.06E-03	-0.283	-6.58E-03	-6.06E-01	1.58E-01	-1.89E-03	0.535	-1.89E-02
36.2	2.17E-02	-0.283	4.75E-02	-6.05E-01	1.58E-01	3.31E-03	0.536	3.88E-02
36.3	3.67E-02	-0.282	1.01E-01	-5.99E-01	1.54E-01	1.61E-02	0.501	8.89E-02
36.4	5.26E-02	-0.28	1.48E-01	-5.87E-01	1.63E-01	2.70E-02	4.60E-01	1.32E-01
36.5	6.93E-02	-0.277	1.93E-01	-5.72E-01	1.51E-01	3.26E-02	4.23E-01	1.65E-01
36.6	8.27E-02	-0.273	2.32E-01	-5.54E-01	1.36E-01	4.21E-02	3.43E-01	1.60E-01
36.7	9.66E-02	-0.269	2.61E-01	-5.40E-01	1.31E-01	4.59E-02	2.85E-01	1.57E-01
36.8	1.09E-01	-0.264	2.89E-01	-5.23E-01	1.05E-01	4.16E-02	2.38E-01	1.42E-01
36.9	1.17E-01	-0.26	3.09E-01	-5.12E-01	8.09E-02	3.55E-02	1.63E-01	9.75E-02
37	1.25E-01	-0.257	3.22E-01	-5.03E-01	6.62E-02	2.79E-02	1.06E-01	6.91E-02
37.1	1.31E-01	-2.55E-01	3.30E-01	-4.98E-01	4.83E-02	2.27E-02	4.97E-02	2.89E-02
37.2	1.35E-01	-2.52E-01	3.32E-01	-4.98E-01	1.89E-02	1.04E-02	-1.56E-02	-1.18E-02
37.3	1.35E-01	-0.253	3.27E-01	-5.00E-01	-1.51E-02	-8.04E-03	-7.00E-02	-4.68E-02
37.4	1.32E-01	-2.54E-01	3.18E-01	-5.07E-01	-4.26E-02	-2.27E-02	-1.27E-01	-8.61E-02
37.5	1.26E-01	-0.257	3.02E-01	-5.17E-01	-6.53E-02	-3.17E-02	-1.81E-01	-1.12E-01
37.6	1.19E-01	-0.26	2.82E-01	-5.29E-01	-8.99E-02	-3.93E-02	-0.23	-1.32E-01
37.7	1.08E-01	-0.265	2.55E-01	-5.44E-01	-1.21E-01	-4.54E-02	-0.303	-1.51E-01
37.8	9.44E-02	-0.269	2.21E-01	-5.60E-01	-1.44E-01	-4.64E-02	-0.343	-1.45E-01
37.9	7.92E-02	-0.274	1.87E-01	-5.73E-01	-1.59E-01	-4.40E-02	-0.38	-1.32E-01
38	6.25E-02	-0.278	1.45E-01	-5.86E-01	-1.69E-01	-3.36E-02	-0.441	-1.20E-01
38.1	4.54E-02	-0.281	9.86E-02	-5.97E-01	-1.87E-01	-2.37E-02	-4.74E-01	-8.14E-02
38.2	2.51E-02	-0.283	5.05E-02	-6.02E-01	-2.00E-01	-1.33E-02	-0.485	-3.88E-02
38.3	5.34E-03	-0.284	1.56E-03	-6.04E-01	-1.85E-01	4.73E-04	-0.496	0.00E+00
38.4	-1.20E-02	-0.283	-4.88E-02	-6.02E-01	-1.88E-01	1.42E-02	-0.493	4.35E-02
38.5	-3.23E-02	-0.281	-9.71E-02	-5.96E-01	-1.91E-01	2.98E-02	-4.64E-01	8.56E-02
38.6	-5.02E-02	-0.277	-1.42E-01	-5.85E-01	-1.69E-01	3.88E-02	-4.39E-01	1.17E-01
38.7	-6.61E-02	-0.273	-1.85E-01	-5.72E-01	-1.60E-01	4.45E-02	-3.86E-01	1.29E-01
38.8	-8.23E-02	-0.268	-2.19E-01	-5.59E-01	-1.37E-01	4.83E-02	-3.23E-01	1.36E-01
38.9	-9.35E-02	-0.263	-2.49E-01	-5.45E-01	-1.07E-01	4.35E-02	-2.83E-01	1.43E-01
39	-1.04E-01	-0.259	-2.75E-01	-5.31E-01	-8.71E-02	3.88E-02	-2.26E-01	1.30E-01
39.1	-1.11E-01	-0.256	-2.95E-01	-5.19E-01	-5.77E-02	2.84E-02	-1.54E-01	1.00E-01
39.2	-1.15E-01	-0.254	-3.06E-01	-5.11E-01	-2.98E-02	1.42E-02	-9.79E-02	7.57E-02
39.3	-1.17E-01	-0.253	-3.14E-01	-5.04E-01	-6.62E-03	3.79E-03	-4.64E-02	4.16E-02
39.4	-1.17E-01	-2.53E-01	-3.15E-01	-5.02E-01	2.18E-02	-9.94E-03	1.94E-02	-4.73E-04
39.5	-1.13E-01	-2.55E-01	-3.10E-01	-5.04E-01	3.41E-02	-1.70E-02	5.06E-02	-2.32E-02
39.6	-1.10E-01	-2.56E-01	-3.05E-01	-5.07E-01	5.06E-02	-2.46E-02	9.98E-02	-5.35E-02
39.7	-1.02E-01	-2.60E-01	-2.90E-01	-5.15E-01	8.52E-02	-3.74E-02	1.63E-01	-8.33E-02
39.8	-9.27E-02	-0.264	-2.73E-01	-5.24E-01	1.05E-01	-4.35E-02	0.21	-1.05E-01
39.9	-8.14E-02	-0.268	-2.48E-01	-5.36E-01	1.26E-01	-4.54E-02	2.68E-01	-1.27E-01
40	-6.75E-02	-0.273	-2.19E-01	-5.49E-01	1.44E-01	-4.07E-02	0.324	-1.38E-01
40.1	-5.27E-02	-0.276	-1.84E-01	-5.63E-01	1.50E-01	-3.45E-02	0.393	-1.43E-01
40.2	-3.74E-02	-0.28	-1.40E-01	-5.78E-01	1.59E-01	-2.98E-02	0.439	-1.29E-01
40.3	-2.08E-02	-0.282	-9.57E-02	-5.89E-01	1.41E-01	-1.37E-02	4.71E-01	-9.24E-02
40.4	-9.23E-03	-0.283	-4.61E-02	-5.96E-01	1.46E-01	-4.73E-04	5.00E-01	-5.59E-02
40.5	8.47E-03	-0.283	4.22E-03	-6.00E-01	1.87E-01	4.73E-04	5.10E-01	-1.21E-02
40.6	2.82E-02	-0.282	5.59E-02	-5.99E-01	1.76E-01	9.94E-03	0.507	3.79E-02
40.7	4.36E-02	-0.281	1.06E-01	-5.93E-01	1.56E-01	1.89E-02	4.91E-01	8.56E-02
40.8	5.94E-02	-0.279	1.54E-01	-5.81E-01	1.51E-01	2.84E-02	4.40E-01	1.20E-01
40.9	7.38E-02	-0.275	1.94E-01	-5.69E-01	1.40E-01	3.83E-02	3.92E-01	1.41E-01
41	8.74E-02	-0.271	2.32E-01	-5.53E-01	1.25E-01	3.74E-02	3.47E-01	1.49E-01
41.1	9.87E-02	-0.267	2.63E-01	-5.39E-01	1.13E-01	3.50E-02	2.88E-01	1.45E-01
41.2	1.10E-01	-0.264	2.90E-01	-5.24E-01	9.51E-02	3.79E-02	2.29E-01	1.27E-01
41.3	1.18E-01	-0.26	3.09E-01	-5.14E-01	7.19E-02	3.64E-02	1.64E-01	8.89E-02
41.4	1.24E-01	-0.257	3.23E-01	-5.06E-01	5.25E-02	2.56E-02	1.11E-01	5.77E-02
41.5	1.28E-01	-0.255	3.31E-01	-5.02E-01	3.03E-02	1.28E-02	5.49E-02	2.27E-02
41.6	1.30E-01	-2.54E-01	3.34E-01	-5.02E-01	3.31E-03	-2.37E-03	-8.52E-03	-2.18E-02
41.7	1.29E-01	-2.55E-01	3.29E-01	-5.06E-01	-1.89E-02	-1.70E-02	-6.96E-02	-5.87E-02
41.8	1.27E-01	-2.58E-01	3.20E-01	-5.14E-01	-4.26E-02	-2.03E-02	-1.31E-01	-9.32E-02
41.9	1.20E-01	-2.59E-01	3.03E-01	-5.25E-01	-6.96E-02	-2.65E-02	-2.02E-01	-1.26E-01
42	1.13E-01	-2.63E-01	2.80E-01	-5.39E-01	-9.89E-02	-4.07E-02	-2.63E-01	-1.41E-01
42.1	1.01E-01	-0.267	2.51E-01	-5.53E-01	-1.21E-01	-4.07E-02	-0.315	-1.46E-01
42.2	8.84E-02	-0.271	2.17E-01	-5.68E-01	-1.34E-01	-3.74E-02	-0.346	-1.32E-01
42.3	7.39E-02	-0.275	1.82E-01	-5.80E-01	-1.50E-01	-3.93E-02	-4.20E-01	-1.23E-01
42.4	5.83E-02	-0.279	1.33E-01	-5.93E-01	-1.61E-01	-3.08E-02	-4.81E-01	-1.04E-01
42.5	4.16E-02	-0.281	8.53E-02	-6.00E-01	-1.83E-01	-1.89E-02	-0.483	-5.77E-02
42.6	2.17E-02	-0.283	3.61E-02	-6.04E-01	-1.87E-01	-8.04E-03	-0.49	-9.94E-03
42.7	4.21E-03	-2.83E-01	-1.26E-02	-6.02E-01	-1.85E-01	9.46E-04	-0.491	2.74E-02
42.8	-1.52E-02	-0.282	-6.20E-02	-5.99E-01	-0.186	1.09E-02	-4.75E-01	6.58E-02
42.9	-3.31E-02	-0.28	-1.08E-01	-5.89E-01	-1.78E-01	2.79E-02	-4.53E-01	1.08E-01
43	-5.08E-02	-0.277	-1.53E-01	-5.77E-01	-1.63E-01	3.69E-02	-0.405	1.22E-01
43.1	-6.57E-02	-0.273	-1.89E-01	-5.65E-01	-1.51E-01	4.35E-02	-3.45E-01	1.32E-01
43.2	-8.10E-02	-0.268	-2.22E-01	-5.51E-01	-1.33E-01	4.73E-02	-0.296	1.36E-01
43.3	-9.24E-02	-0.264	-2.48E-01	-5.38E-01	-1.10E-01	4.35E-02	-2.46E-01	1.29E-01
43.4	-1.03E-01	-0.259	-2.71E-01	-5.25E-01	-8.61E-02	3.88E-02	-1.92E-01	1.08E-01
43.5	-1.10E-01	-0.256	-2.86E-01	-5.16E-01	-5.96E-02	2.74E-02	-1.33E-01	8.09E-02
43.6	-1.15E-01	-0.254	-2.97E-01	-5.09E-01	-3.60E-02	1.70E-02	-8.61E-02	5.63E-02
43.7	-1.17E-01	-0.252	-3.03E-01	-5.05E-01	-3.31E-03	4.26E-03	-3.45E-02	1.89E-02
43.8	-1.15E-01	-0.253	-3.04E-01	-5.05E-01	2.18E-02	-1.28E-02	1.99E-02	-2.22E-02
43.9	-1.12E-01	-2.55E-01	-2.99E-01	-5.09E-01	4.68E-02	-2.32E-02	8.85E-02	-5.91E-02
44	-1.06E-01	-2.58E-01	-2.87E-01	-5.17E-01	7.24E-02	-3.31E-02	1.41E-01	-8.28E-02
44.1	-9.80E-02	-2.62E-01	-2.71E-01	-5.26E-01	9.32E-02	-3.97E-02	0.193	-1.11E-01
44.2	-8.75E-02	-2.66E-01	-2.48E-01	-5.39E-01	1.16E-01	-4.26E-02	0.25	-1.28E-01
44.3	-7.47E-02	-0.27	-2.21E-01	-5.52E-01	1.41E-01	-4.59E-02	0.299	-1.34E-01
44.4	-5.92E-02	-0.275	-1.88E-01	-5.66E-01	1.58E-01	-4.12E-02	0.352	-1.38E-01
44.5	-4.31E-02	-0.278	-1.51E-01	-5.79E-01	1.66E-01	-3.03E-02	0.419	-1.24E-01
44.6	-2.61E-02	-0.281	-1.05E-01	-5.91E-01	1.72E-01	-2.18E-02	0.47	-1.05E-01
44.7	-8.66E-03	-0.283	-5.69E-02	-6.00E-01	1.67E-01	-7.10E-03	0.486	-7.29E-02
44.8	7.24E-03	-0.282	-7.34E-03	-6.05E-01	1.74E-01	1.42E-03	4.97E-01	-2.46E-02
44.9	2.62E-02	-2.82E-01	4.24E-02	-6.05E-01	1.85E-01	9.46E-03	0.497	2.70E-02
45	4.41E-02	-2.80E-01	9.20E-02	-6.00E-01	1.67E-01	1.89E-02	4.87E-01	7.33E-02
45.1	5.96E-02	-0.279	1.40E-01	-5.90E-01	1.48E-01	2.60E-02	0.457	1.08E-01
45.2	7.37E-02	-0.275	1.83E-01	-5.78E-01	1.38E-01	3.64E-02	0.402	1.32E-01
45.3	8.71E-02	-0.271	2.20E-01	-5.64E-01	1.29E-01	3.83E-02	3.54E-01	1.52E-01
45.4	9.95E-02	-0.268	2.54E-01	-5.48E-01	1.16E-01	3.69E-02	3.01E-01	1.53E-01
45.5	1.10E-01	-0.264	2.80E-01	-5.33E-01	9.13E-02	3.93E-02	2.38E-01	1.41E-01
45.6	1.18E-01	-0.26	3.02E-01	-5.20E-01	6.15E-02	3.26E-02	1.72E-01	1.12E-01
45.7	1.23E-01	-0.257	3.15E-01	-5.11E-01	3.88E-02	1.75E-02	1.06E-01	7.29E-02
45.8	1.26E-01	-0.256	3.23E-01	-5.05E-01	1.70E-02	6.15E-03	5.68E-02	4.54E-02
45.9	1.26E-01	-0.256	3.26E-01	-5.02E-01	-4.73E-03	-7.57E-03	-3.31E-03	8.04E-03
46	1.25E-01	-0.258	3.22E-01	-5.04E-01	-2.51E-02	-1.42E-02	-6.25E-02	-3.41E-02
46.1	1.21E-01	-2.59E-01	3.14E-01	-5.09E-01	-4.07E-02	-2.08E-02	-1.20E-01	-6.96E-02
46.2	1.16E-01	-2.62E-01	2.98E-01	-5.18E-01	-6.20E-02	-2.65E-02	-1.78E-01	-1.05E-01
46.3	1.09E-01	-2.64E-01	2.78E-01	-5.30E-01	-9.18E-02	-3.12E-02	-2.39E-01	-1.33E-01
46.4	9.81E-02	-2.68E-01	2.51E-01	-5.44E-01	-1.15E-01	-3.97E-02	-3.00E-01	-1.47E-01
46.5	8.57E-02	-2.72E-01	2.18E-01	-5.59E-01	-1.29E-01	-4.21E-02	-3.43E-01	-1.42E-01
46.6	7.22E-02	-0.277	1.82E-01	-5.73E-01	-1.36E-01	-3.17E-02	-3.93E-01	-1.32E-01
46.7	5.84E-02	-0.279	1.39E-01	-5.86E-01	-1.43E-01	-2.13E-02	-4.41E-01	-1.13E-01
46.8	4.36E-02	-0.281	9.39E-02	-5.95E-01	-1.69E-01	-1.94E-02	-4.71E-01	-7.57E-02
46.9	2.47E-02	-0.283	4.52E-02	-6.01E-01	-1.83E-01	-1.04E-02	-4.89E-01	-3.18E-02
47	6.95E-03	-0.283	-3.92E-03	-6.02E-01	-1.65E-01	-1.42E-03	-4.90E-01	1.18E-02
47.1	-8.38E-03	-0.283	-5.28E-02	-5.98E-01	-1.63E-01	8.99E-03	-4.76E-01	5.30E-02
47.2	-2.56E-02	-0.281	-9.91E-02	-5.91E-01	-0.171	1.89E-02	-4.66E-01	9.51E-02
47.3	-4.26E-02	-2.79E-01	-1.46E-01	-5.79E-01	-0.167	2.98E-02	-0.418	1.14E-01
47.4	-5.89E-02	-0.275	-1.83E-01	-5.68E-01	-1.52E-01	3.93E-02	-0.367	1.26E-01
47.5	-7.30E-02	-0.271	-2.19E-01	-5.54E-01	-1.39E-01	4.40E-02	-0.307	1.26E-01
47.6	-8.66E-02	-0.266	-2.44E-01	-5.43E-01	-1.19E-01	4.40E-02	-2.51E-01	1.18E-01
47.7	-9.68E-02	-0.262	-2.69E-01	-5.31E-01	-9.79E-02	4.12E-02	-2.14E-01	1.11E-01
47.8	-1.06E-01	-0.258	-2.87E-01	-5.21E-01	-7.33E-02	3.26E-02	-1.41E-01	7.85E-02
47.9	-1.11E-01	-0.256	-2.98E-01	-5.15E-01	-4.45E-02	2.32E-02	-8.33E-02	4.59E-02
48	-1.15E-01	-0.253	-3.04E-01	-5.12E-01	-2.32E-02	1.04E-02	-3.60E-02	1.33E-02
48.1	-1.16E-01	-0.254	-3.05E-01	-5.12E-01	1.09E-02	-5.68E-03	1.75E-02	-1.37E-02
48.2	-1.13E-01	-0.255	-3.00E-01	-5.14E-01	3.97E-02	-1.47E-02	7.48E-02	-4.12E-02
48.3	-1.08E-01	-0.257	-2.90E-01	-5.20E-01	6.15E-02	-3.12E-02	0.138	-7.90E-02
48.4	-1.01E-01	-0.261	-2.73E-01	-5.30E-01	8.75E-02	-4.21E-02	0.196	-1.07E-01
